"Fransabank SAL                                                        "
"republic national bank of new york                                    "
"republic national bank of new york                                    "
"REPUBLIC NATIONAL BANK OF NEW YORK                                    "
"C.J. PETROW INTERNATIONAL LTD                                         "
"C.J. Petrow International Ltd.                                        "
"El Chami                                                              "
"GARANTI BANKASI                                                       "
"TURK PIRELLI LASTIKLERI AS                                            "
"Banque Extérieure d'Algérie                                           "
"Banque Extérieure d'Algérie                                           "
"elf trading s.a.l                                                     "
"Interbank                                                             "
"Interbank                                                             "
"Interbank                                                             "
"Interbank                                                             "
"Banque Albaraka                                                       "
"Tiscoba Sarl.                                                         "
"The Muslim Commercial Bank Limited                                    "
"Sultan Trader                                                         "
"BANQUE ALABARAKA                                                      "
"BANQUE ALBARAKA                                                       "
"BANQUE ALABARAKA                                                      "
"P.T. Bank Central Asia                                                "
"Kemala Group                                                          "
"BANQUE ALBARAKA                                                       "
"Sanatiss                                                              "
"Segafredo Zanetti spa                                                 "
"Segafredo Zanetti spa                                                 "
"Lemay Bank and Trust                                                  "
"WALTER MATTER S.A.                                                    "
"Union Planters National Bank N.A.                                     "
"Farmers Rice Milling Co. Inc.                                         "
"COMMERCIAL BANK OF SYRIA                                              "
"HAMBURG COFFEE COMPANY                                                "
"HAMBURG COFFEE COMPANY                                                "
"LEGAL SA                                                              "
"SIMPEX                                                                "
"Upali Newspapers Limited                                              "
"NST                                                                   "
"ex chd                                                                "
"Carga                                                                 "
"Wijnnatie                                                             "
"Transmarcom                                                           "
"DFDS                                                                  "
"Bofill                                                                "
"Geotrans                                                              "
"Tergestea                                                             "
"Cattaneo                                                              "
"Herminio                                                              "
"TGS                                                                   "
"Teksim                                                                "
"P.T. Apac Inti Corpora                                                "
"Banco Africano De Investimentos                                       "
"Banco Africano De Investimentos                                       "
"Banco Africano De Investimentos                                       "
"Banco Africano De Investimentos                                       "
"Banco Africano De Investimentos                                       "
"Banco Africano De Investimentos                                       "
"EURODEK COPENHAGEN A/S                                                "
"Sparekassen Nordjylland A/S                                           "
"Sparekassen Nordjylland A/S                                           "
"SPAREKASSEN NORDJYLLAND A/S                                           "
"Banco Commercial                                                      "
"Korea Exchange Bank                                                   "
"HYDRO FERTILIZANTES LTDA                                              "
"SPAREKASSEN NORDJYLLAND A/S                                           "
"Korea Exchange Bank                                                   "
"transloyd m. mahmoud                                                  "
"Acciairie e  Ferriere Vicentine Beltrame                              "
"Acciaierie e Ferriere Vicentine Beltrame                              "
"XXX                                                                   "
"Acciaierie e Ferriere Vicentine Beltrame                              "
"ACCIAIERE E FERRIERE VICENTINE BELTRAME                               "
"Cartiere Burgo Spa                                                    "
"Cartiere Miliani Fabriano Spa                                         "
"Samson Cherqui SA                                                     "
"BANK OF AFRICA                                                        "
"Toprakbank                                                            "
"MTM Manufacture de Tissage Moderne                                    "
"TOPRAKBANK A.S.                                                       "
"toprakbank A.S.                                                       "
"Toprakbank A.S.                                                       "
"Cartiera Fedrigoni & Cie Spa                                          "
"Saqib Brothers                                                        "
"Saqib Brothers                                                        "
"Sameer Corporation                                                    "
"ANZ Grindlays Bank                                                    "
"The Vysya Bank Limited                                                "
"The Bank of Tokyo-Mitsubichi Limited                                  "
"Toprakbank                                                            "
"Toprakbank A.S.                                                       "
"UNION PLANTERS BANK                                                   "
"Wall Street Banking Corp-Cook Islands                                 "
"bank of china                                                         "
"Commerze Bank                                                         "
"Union Planters Bank                                                   "
"Bank Boston                                                           "
"Garboard Ltd.                                                         "
"Ekinciler Demir Ve Celik Sanayi A.S.                                  "
"A. Ali Essa Aldayysi                                                  "
"Turkiye Vakiflar Bankasi TAO                                          "
"Turkiye Vakiflar Bankasi TAO                                          "
"Bank of New York/Intermaritime Bk                                     "
"Bank of New York / Intermaritime Bank                                 "
"Bank of New York / Intermaritime Bank                                 "
"Suganya Exports                                                       "
"Cartiere paolo Pigna Spa                                              "
"JOVA INTERNATIONAL, L.L.C.                                            "
"Credicoop Cooperativo Ltdo                                            "
"Commercial Bank of Syria                                              "
"Commercial Bank of Syria                                              "
"Euroquest Commerce Ltd                                                "
"Sameer Corporation                                                    "
"PROTONA SA                                                            "
"The agrucultural Bank of China                                        "
"The British Bank of the Middle East                                   "
"Montex S.A.                                                           "
"Haewae Trading Co. Ltd                                                "
"ASIL CELIK SAN VE TIC. A.S.                                           "
"Fiskano                                                               "
"Saqib Brothers                                                        "
"Rabobank N.O.P.                                                       "
"Drie Mollen                                                           "
"ICDAS CELIK                                                           "
"Banque Marocaine du Commerce Exterieur                                "
"Forafric S.A. Céréales                                                "
"x                                                                     "
"x                                                                     "
"Salman Traders                                                        "
"Ionian and Popular Bank of Greece                                     "
"Arab Investment bank                                                  "
"SAGA                                                                  "
"Laboratories OM S:A:                                                  "
"National Commercial Bank                                              "
"LG International (Deutschland) GmBH                                   "
"Vysya Bank Ltd.                                                       "
"Prasanthi Cashew Company                                              "
"MEESPIERSON BANK                                                      "
"MEESPIERSON BANK                                                      "
"NATIONAL COMMERCIAL BANK                                              "
"DEMIRBANK                                                             "
"GBS FREIGHT SERVICES                                                  "
"GEPRO S.A.                                                            "
"Farabi Pharma co.                                                     "
"Mila                                                                  "
"GEPRO S.A.                                                            "
"Textricot                                                             "
"TERGESTEA S.R.L.                                                      "
"Koram Bank                                                            "
"CANARA BANK                                                           "
"Bank Mellat                                                           "
"Bank Mellat                                                           "
"Bank Mellat                                                           "
"Bank Mellat                                                           "
"BANK MELLAT                                                           "
"Tutunski Kombinat                                                     "
"Tutunski Kombinat                                                     "
"Tutunski Kombinat                                                     "
"SHUN HWA PHARMACEUTICAL CO. LTD                                       "
"Banco Ambrosiano Veneto                                               "
"ICEBERG                                                               "
"ACCORD SYSTEMS AND SERVICES LTD.                                      "
"Jindal Super Dall Mills                                               "
"UBS SA                                                                "
"HABIB BANKLTD.                                                        "
"Al Diah                                                               "
"Lepidace International Corp                                           "
"Bank Leumi Le-Israel                                                  "
"Romantex Ltd                                                          "
"Bank of Baroda                                                        "
"CARAN D'ACHE SA                                                       "
"CARAN D'ACHE SA                                                       "
"Banca Monte dei Paschi di Siena                                       "
"Banca Monte dei Paschi di Siena                                       "
"Turkiye Is Bankasi                                                    "
"BP Oil International Ltd                                              "
"Texaco Limited                                                        "
"National Commercial Bank                                              "
"Bank of China                                                         "
"Tianjin General Nice Coke & Chemicals Co., Ltd                        "
"Tianjin General Nice Coke                                             "
"ARCADIUM S.A.                                                         "
"Ispat Sidbec Dosco                                                    "
"Al Bank Al Saudi Al Fransi                                            "
"Orient Provision & Trading                                            "
"Al Bank Al Saudi Al Fransi                                            "
"Abdullah A.                                                           "
"Siderurgica Investimenti S.R.L                                        "
"National Commercial Bank                                              "
"Al Shahini Cold Store                                                 "
"HAPAG-LLOYD HOUSE                                                     "
"Mobil                                                                 "
"Phibro GmbH                                                           "
"Alternatifbank                                                        "
"G.B.S. FREIGHT SERVICES                                               "
"CA.MAR SAS                                                            "
"Robin Marieton                                                        "
"CA.MAR SAS                                                            "
"Robin Marieton                                                        "
"BITRATEX                                                              "
"Keshavarz                                                             "
"HAPAG-LLOYD HOUSE                                                     "
"Bank Refah kargaran                                                   "
"Bank Refah Kargaran                                                   "
"UNION CARBIDE (EUROPE) SA                                             "
"Inversiones Calma                                                     "
"Shell UK Ltd.                                                         "
"Shell                                                                 "
"NST SPEDITION GMBH                                                    "
"PAPIERFABRIKEN                                                        "
"Hess                                                                  "
"Banco Bilbao Vizcaya                                                  "
"Dana Equipamientos SA                                                 "
"BP Oil International Ltd                                              "
"Bank of America                                                       "
"New World Trading Co.                                                 "
"New World Trading Co.                                                 "
"Banque Nationale de Paris                                             "
"Nedbank Ltd. - Booysens Branch                                        "
"Standard Chartered Bank                                               "
"Agrocorp Int'l Pte Ltd                                                "
"TURKIYE IS BANKASI                                                    "
"Turkiye Is Bankasi                                                    "
"GENELABS DIAGNOSTICS SA                                               "
"Salah M. al Saif Trading Est.                                         "
"Turkiye Is Bankasi                                                    "
"Segafredo Zanetti Austria GMBH                                        "
"BANK OF CHINA                                                         "
"CHEMANTEC                                                             "
"BANK OF CHINA                                                         "
"BANK OF CHINA                                                         "
"BANK OF CHINA                                                         "
"Bluefin S.A.                                                          "
"US Trust Bank                                                         "
"Trisome Foods Inc                                                     "
"Bank of Boston                                                        "
"Neptune Trading Group Ltd                                             "
"Tiktak B.V.                                                           "
"Ca.Mar.                                                               "
"China Construction Bank                                               "
"China Construction Bank                                               "
"Commerzbank                                                           "
"China Construction Bank                                               "
"Industrialbank                                                        "
"Zaporizhstal JSC                                                      "
"BANK OF CHINA                                                         "
"Istituto Bancario San Paolo di Torino                                 "
"Shoham                                                                "
"China Construction Bank                                               "
"Divers                                                                "
"TRANSMARCOM N.V.                                                      "
"Credit Lyonnais (Suisse) SA                                           "
"Cassa di Risparmio di Parma e Piacenza                                "
"Alessio Tubi Spa                                                      "
"China Construction Bank                                               "
"Toprakbank                                                            "
"ASIA PACIFIC BANK                                                     "
"DAH AN COMMERCIAL BANK LTD                                            "
"STATE BANK OF INDIA                                                   "
"MUNDOGAS FAR EAST TRADING LTD                                         "
"Mundogas Far East Trading Limited                                     "
"STANDARD CHARTERED BANK CAMEROUN                                      "
"NAKIRA CORPORATION                                                    "
"National Bank of Egypt                                                "
"BANCO BILBAO VIZCAYA                                                  "
"FAGOR ARRASATE, S COOP                                                "
"FAGOR ARRASATE, S. COOP                                               "
"BANCO SUDAMERIS DO BRASIL S.A.                                        "
"Bank Refah Kargaran                                                   "
"Bruno Minella                                                         "
"VITOL S.A., LPG DIVISION                                              "
"VITOL S.A., LPG DIVISION                                              "
"The British Bank of the Middle East                                   "
"hsbc bank usa                                                         "
"Citibank N.A.                                                         "
"Citibank N.A.                                                         "
"American Express Bank (Switzerland) S.A.                              "
"Tricotage Amor                                                        "
"Hua Nan Commercial Bank                                               "
"national bank of egypt                                                "
"Britannic Trading Ltd                                                 "
"BP Oil International Ltd                                              "
"Aktis Shipping                                                        "
"BANCO BOAVISTA                                                        "
"Korea Exchange Bank                                                   "
"Inchon Iron and Steel Co., Ltd                                        "
"Southern Commodities Limited                                          "
"Banque Libano Française SAL                                           "
"CAIXA D'ESTALVIS DE CATALUNYA                                         "
"Ing Baring Private Bank (Suisse) S.A.                                 "
"Ing Baring Private (Suisse) SA                                        "
"Citibank Nigeria                                                      "
"sumerbank                                                             "
"BERNHARD ROTHFOS                                                      "
"Arkitemar SA                                                          "
"Arkitemar                                                             "
"Arkitemar                                                             "
"Duferco Steel Inc.                                                    "
"Cho Hung Bank                                                         "
"CARTIERE CIMA                                                         "
"Banco Africano de Investimentos                                       "
"Banco Africano de Investimentos                                       "
"CARTIERE CIMA                                                         "
"Bank of Cyprus LTD                                                    "
"KOC BANK                                                              "
"Commercial Bank of Greece                                             "
"Alexandria Commercial & Maritime Bank                                 "
"egs bank                                                              "
"Viglienzone adriatica spa                                             "
"Viglienzone adriatica spa                                             "
"Viglienzone Adriatica spa                                             "
"KOC BANK A.S.                                                         "
"Agfa-Gevaert AG                                                       "
"Frittelli SPA                                                         "
"National Bank of Egypt                                                "
"SOCIETE F.M.B.                                                        "
"akb rosbank                                                           "
"SOCIETE F.M.B.                                                        "
"SOCIETE F.M.B.                                                        "
"INTERNATIONAL TELECOMMUNICATION UNION                                 "
"INT. TELECOMMUNICATION UNION                                          "
"ASECO INTERMARITIME AG                                                "
"HERMINIO PINTAO LDA                                                   "
"meespierson bank                                                      "
"THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD                     "
"THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD                     "
"FEDERAL BANK LTD.                                                     "
"FEDERAL BANK LTD.                                                     "
"LIPPOBANK                                                             "
"BANCO ATLANTICO                                                       "
"AFRI-MED TRADING                                                      "
"Rhodia ltd                                                            "
"CHD FORWARDING LIMITED                                                "
"BANCA POPOLARE DI MILANO                                              "
"CARTIERE MILIANI FABRIANO SPA                                         "
"SOAFRIMEX                                                             "
"BANK MELLAT                                                           "
"Euromin S.A.                                                          "
"Banque Libano Française SAL                                           "
"CITIBANK N.A.                                                         "
"Banque Exterieure d'Algerie                                           "
"M/S Tradevcogen S.A.                                                  "
"Geogas Resources Ltd                                                  "
"PUNJAB NATIONAL BANK                                                  "
"Dimco Kyriakou S.A.                                                   "
"P.M.P CO                                                              "
"SAFRICOM                                                              "
"CITIBANK N.A.                                                         "
"CITIBANK N.A.                                                         "
"Nikraj Commodity                                                      "
"CITIBANK N.A.,                                                        "
"Frigorifico MC Mouran Ltda                                            "
"CARTIERE BURGO                                                        "
"Cooperativa Ind Carnes Deriv Goias ltda                               "
"Leather Tech.                                                         "
"National Bank of Greece                                               "
"STATE BANK OF SAURASTHRA                                              "
"Nevak Dis Tic.Ve                                                      "
"Leather Tech.                                                         "
"Leather Tech.                                                         "
"Leather Tech.                                                         "
"BANQUE TOGOLAISE COMMERCE L'INDUSTRIE                                 "
"Nettuno Alimentare SRL                                                "
"UBS AG                                                                "
"CANARA BANK                                                           "
"Banque Libano Française SAL                                           "
"Tergestea Casa di Spedizioni                                          "
"Nova Surgelati S.P.A.                                                 "
"Nova Surgelati S.P.A.                                                 "
"Nova Surgelati S.P.A.                                                 "
"CARGONAUTIC AG                                                        "
"Finansbank                                                            "
"Stellavox Japan Ltd                                                   "
"PHARMATEC PAKISTAN (PVT) LIMITED                                      "
"Bank of Communications                                                "
"Sanwell Co. Ltd                                                       "
"Arcopharma                                                            "
"Cukobirlik                                                            "
"Cukobirlik                                                            "
"Jayantkumar & Co                                                      "
"Esquire Exports                                                       "
"Independencia Ind. E Com. de Carnes Ltda                              "
"ANADOLU FINANS                                                        "
"Trisome Foods Inc                                                     "
"Instituto Bancario San Paolo di Torino                                "
"BANKTHAI PUBLIC COMPANY LTD                                           "
"Meespierson n.v.,                                                     "
"Glencore UK Ltd                                                       "
"Glencore UK Ltd                                                       "
"Banco Bradesco S.A.                                                   "
"Frigorifico Mc Mouran Ltda                                            "
"Banco Bradesco S.A.                                                   "
"M. J. MAILLIS SA                                                      "
"THE CENTURY TEXTILES AND INDUSTRIES LIMITED                           "
"WESUMAT                                                               "
"KRUNG THAI BANK PUBéIC COMPANY LIMITED                                "
"ARAB TUNISIAN LIBYAN BANK                                             "
"Bank One International Corp.                                          "
"THE HONGKONG AND SHANGHAI BANKING CORP                                "
"Demirbank T.A.S                                                       "
"Beyteks Tekstil                                                       "
"zurcher kantonalbank                                                  "
"Bank Melli Iran                                                       "
"Banco Bradexco S.A.                                                   "
"Swift Armour S.A. Ind e Com                                           "
"Plasson Ltd                                                           "
"The Union National Bank                                               "
"Arab & India Spices Ltd                                               "
"x                                                                     "
"Di Chio                                                               "
"NEFERTITY CO.                                                         "
"Galaxy Energy (East Europe) ltd.,                                     "
"GLOBAL GREEN COMPANY LTD                                              "
"INDUSTRIAL & COMMERCIAL BANK OF CHINA (                               "
"CHINA HEIHE TIANYI ECONOMIC                                           "
"HOTTLET SUGAR TRADING N.V.                                            "
"banco bice                                                            "
"TOPRAKBANK A.S.                                                       "
"Hua Nan Commercial Bank Ltd                                           "
"Hua Nan Commercial Bank Ltd                                           "
"Ever Steel Enterprse Co Ltd                                           "
"ALTERNATIF BANK A.S.                                                  "
"INDUSTRIAL & COMMERCIAL BANK                                          "
"CHINA HEIHE TIANYI ECONOMIC                                           "
"Industrial Bank of Korea                                              "
"INDIAN OVERSEAS BANK                                                  "
"Cassa di Risparmio Della Provincia Di Teramo S.P.A.                   "
"Cham Trading Organisation                                             "
"Acquatica Limited                                                     "
"TECHCOMBANK OF VIETNAM                                                "
"TECHCOMBANK OF VIETNAM                                                "
"TECHCOMBANK OF VIETNAM                                                "
"EXOGRUMES S.A.                                                        "
"banque banorabe                                                       "
"Adbullah A. Almunajem Sons Co.                                        "
"Sanamex S.A.                                                          "
"Technocraft Ind (I) Ltd                                               "
"ARKHAM S.A.                                                           "
"PRIVATBANK                                                            "
"KOREA EXCHANGE BANK                                                   "
"Korea Exchange Bank                                                   "
"arab national bank                                                    "
"Non Ferrous Mines and Metals                                          "
"Nasaco International Limited                                          "
"Banco do Brasil SA                                                    "
"BANCO BILBAO VIZCAYA                                                  "
"the coca-cola trading company                                         "
"METANEF S.A.                                                          "
"France Commodities                                                    "
"France Commodities                                                    "
"Royal Bank of Canada                                                  "
"Gedco                                                                 "
"Tekel Tutun Tutun                                                     "
"Korea Exchange Bank                                                   "
"Vietnam Maritime Commercial Stock Bank                                "
"Vimexco - Import-Export & Service Co.                                 "
"Banque Nationale de Paris                                             "
"ABN Amro Bank N.V.                                                    "
"JSC Ispat Karmet                                                      "
"Saducom S.A.                                                          "
"National Bank of Greece                                               "
"National Bank of Greece                                               "
"HBSC BANK CANADA                                                      "
"ANADOLU FINANS KURUMU A.S.                                            "
"BANGKOK BANK PUBLIC COMPANY LTD                                       "
"Roz Trading Ltd                                                       "
"SARL EL AOURESSE INVESTISSEMENT                                       "
"10TH OF RAMADAN CO.                                                   "
"United Saudi Commercial Bank                                          "
"Saudi Cold Storage                                                    "
"Enterprise Oil Norge Limited                                          "
"Hanvit Bank                                                           "
"THE DHANALAKSHMI BANK LTD.                                            "
"SARL EL AOURESSE                                                      "
"SARL EL AOURESSE                                                      "
"SARL AROUESSE                                                         "
"Vietnam Export-Import Commercial Joint-Stock Bank                     "
"Generale Bank                                                         "
"General Bank                                                          "
"Generale Bank                                                         "
"Société Sadio & Frères                                                "
"Turkiye Vakiflar Bankasi T.a..o.                                      "
"BANCO DEL COMERCIO                                                    "
"K.G. Bominflot Bunkergesellschaft fuer Mineraloele MbH and Co         "
"Icdas Celik Enerji Tersane Ve                                         "
"BANCO PINTO & SOTTO MAYOR                                             "
"NEW WORLD MERCHANT BANK                                               "
"Interore Fertichem Resources LS.A.                                    "
"INVESTMENT BANK FOR TRADE & FINANCE LLC                               "
"CARTIERE CIMA                                                         "
"GENERAL CO. FOR SILOS AND WAREHOUSES CAIRO EGYPT                      "
"GENERAL CO. FOR SILOS AND WAREHOUSES                                  "
"Banco Santos S.A.                                                     "
"GENERAL CO. FOR SILOS AND WAREHOUSE                                   "
"CARTIFICIO MONTE ROSA SPA                                             "
"The Mauritius Commercial Bank Limited                                 "
"Livestock Feed Limited                                                "
"The Mauritius Commercial Bank Ltd                                     "
"United European Bank                                                  "
"HONG KONG AND SHANGHAI BANKING CORP. LTD.                             "
"Banque Française de l'Orient                                          "
"H.B. AGROTRADE S.A.                                                   "
"Koch Petroleum Group, l.p.                                            "
"KOERFEZBANK                                                           "
